state,district_id,district
28,2803930,Senatobia Municipal School District
28,2803960,South Delta School District
28,2803990,Simpson County School District
28,2804020,Smith County School District
28,2804170,Stone County School District
28,2804440,Walthall County School District
28,2804470,Vicksburg Warren School District
28,2804500,Water Valley School District
28,2804560,Webster County School District
28,2804590,West Jasper School District
28,2804650,West Tallahatchie School
29,2923700,Pattonville R-III School District
29,2926640,Ritenour School District
29,2926670,Riverview Gardens School District
29,2930660,University City School District
29,2922650,Normandy Schools Collaborative
29,2931530,Webster Groves School District
29,2910920,Doniphan R-I School District
29,2921750,Neelyville R-IV School District
29,2918420,Leopold R-III School District
29,2931440,Waynesville R-VI Schools
29,2916860,Oregon-Howell R-III School District
29,2921420,Scott County Central Schools
29,2906990,Camdenton R-III School District
29,2911700,Fair Grove R-X School District
29,2920430,Marshfield R-I School District
29,2905880,Brentwood School District
29,2918270,Lebanon R-III School District
29,2926430,Richland R-IV School District
29,2908670,Charleston R-I School District
29,2904020,Aurora R-VIII School District
29,2910290,Crane R-III School District
29,2912780,Gideon 37 School District
29,2900004,New Madrid County R-I School District
29,2930690,Valley Park School District
29,2914310,Hermitage R-IV School District
29,2911100,East Carter County R-II School District
29,2921720,Naylor R-II School District
29,2930520,Twin Rivers R-X School District
29,2929640,Strafford R-VI School District
29,2932010,Willard R-II School District
29,2913800,Hayti R-II School District
29,2919410,Macon County R-I School District
29,2922860,Northeast Randolph County R-IV School District
29,2931860,Westran R-I School District
29,2920700,Scotland County R-I School District
29,2916500,Kennett 39 School District
29,2923760,North Pemiscot County R-I School District
29,2907470,Caruthersville 18 School District
29,2910140,Cooter R-IV School District
29,2928530,South Pemiscot County R-V School District
29,2904950,Bernie R-XIII School District
29,2905250,Bloomfield R-XIV School District
29,2905610,Bosworth R-V School District
29,2913500,Hale R-I School District
29,2910020,Community R-VI School District
29,2921875,New Bloomfield R-III School District
29,2922740,North Callaway County R-I School District
29,2931620,Wellsville-Middletown R-I School District
29,2916740,Kirksville R-III School District
29,2922980,Adair County R-I School District
29,2920280,Marion County R-II School District
29,2903480,Atlanta C-3 Schools
29,2928140,North Shelby School District
29,2923340,Gasconade County R-II School District
29,2900001,Maries County R-II School District
29,2919080,Osage County R-II School District
29,2910410,Crawford County R-2 School District
29,2929250,St. James R-I School District
29,2905370,Bolivar R-I School District
29,2914320,Hickory County R-I School District
29,2931920,Wheatland R-II School District
29,2907380,Carrollton R-VII School District
29,2930300,Tina-Avalon R-II School District
29,2922470,Newtown-Harris R-III School District
29,2925590,Princeton R-V School District
29,2908460,Chaffee R-II School District
29,2923130,Oran R-III School District
29,2922500,Niangua R-V School District
29,2930780,Van-Far R-I School District
29,2906150,Cooper County R-IV School District
29,2928380,Smithton R-VI School District
29,2903270,Ash Grove R-IV School District
29,2922620,Norborne R-VIII School District
29,2913680,Hardin-Central C-2 School District
29,2906120,Dallas County R-I School District
29,2925210,Plato R-V School District
29,2929580,Stoutland R-II School District
29,2910110,Laclede County R-I School District
29,2930360,Trenton R-IX School District
29,2914280,Gasconade County R-I School District
29,2908490,Osage County R-I School District
29,2920640,Meadville R-IV School District
29,2906000,Linn County R-I School District
29,2905940,Brookfield R-III School District
29,2920750,North Mercer County R-III School District
29,2920050,Marceline R-V School District
29,2927660,Schuyler County R-I School District
29,2910830,Dixon R-I School District
29,2926890,Rolla 31 School District
29,2911220,East Prairie R-II School District
29,2904890,Scott County R-IV School District
29,2928800,Spokane R-VII School District
29,2904050,Ava R-I School District
29,2919980,Mansfield R-IV School District
29,2922950,Norwood R-I School District
29,2913770,Hartville R-II School District
29,2906510,Moniteau County R-I School District
29,2911340,Eldon R-I School District
29,2925530,Prairie Home R-V School District
29,2930840,Morgan County R-II School District
29,2905070,Billings R-IV School District
29,2915390,Hurley R-I School District
29,2914550,Hollister R-V School District
29,2905280,Blue Eye R-V School District
29,2919380,Macks Creek R-V School District
29,2923430,Ozark R-VI School District
29,2928740,Sparta R-III School District
29,2916920,La Monte R-IV School District
29,2902880,Advance R-IV School District
29,2923640,Meadow Heights R-II School District
29,2929430,Steelville R-III School District
29,2908370,Fort Zumwalt R-II School District
29,2931110,Washington School District
29,2930570,Union R-XI School District
29,2929760,Sullivan C-2 School District
29,2905640,Crawford County R-I School District
29,2914370,Higbee R-VIII School District
29,2921100,Moberly School District
29,2903000,Santa Fe R-X School District
29,2925140,Pike County R-III School District
29,2931050,Warren County R-III School District
29,2932310,Wright City R-II of Warren County
29,2929880,Sweet Springs R-VII School District
29,2931020,Warrensburg R-VI School District
29,2918360,Leeton R-X School District
29,2910200,Couch R-I School District
29,2932220,Winona R-III School District
29,2912540,Fredericktown R-I School District
29,2928470,South Iron County R-I School District
29,2909750,Clearwater R-I School District
29,2908760,Chillicothe R-II School District
29,2921540,Mountain View-Birch Tree R-III School District
29,2932100,Windsor C-1 School District
29,2926850,Rockwood R-VI School District
29,2913380,Greenville R-II School District
29,2925450,Poplar Bluff R-I School District
29,2921960,New Haven School District
29,2905130,Bismarck R-V School District
29,2906480,Calhoun R-VIII School District
29,2911400,Elsberry R-II School District
29,2932190,Winfield R-IV School District
29,2930450,Troy R-III School District
29,2922890,Northwest R-I School District
29,2901000,Columbia 93 School District
29,2928560,Southern Boone County R-I School District
29,2910380,Crystal City 47 School District
29,2912300,Fox C-6 School District
29,2913170,Grandview R-II School District
29,2914250,Dunklin R-V School District
29,2912600,Gainesville R-V School District
29,2923460,Meramec Valley R-III School District
29,2929100,St. Clair R-XIII School District
29,2929130,St. Elizabeth R-IV School District
29,2931830,Osage County R-III School District
29,2911280,Knox County R-I School District
29,2918460,Lewis County C-1 School District
29,2915600,Jackson R-II School District
29,2907120,Cape Girardeau 63 School District
29,2923070,Oak Ridge R-VI School District
29,2910620,Delta R-V School District
29,2905790,Adair County R-II School District
29,2927630,School of The Osage School District
29,2925710,Ralls County R-II School District
29,2919840,Madison C-3 School District
29,2921210,Monroe City R-I School District
29,2928290,Silex R-I School District
29,2919260,Louisiana R-II School District
29,2905660,Bowling Green R-I School District
29,2905850,Breckenridge R-I School District
29,2930390,Tri-County R-VII School District
29,2910950,Dora R-III School District
29,2923400,Lutie R-VI School District
29,2930510,Miller County R-III School District
29,2915420,Iberia R-V School District
29,2925500,Potosi R-III School District
29,2930720,Valley R-VI School District
29,2918240,West St. Francois County R-IV School District
29,2904530,Bell City R-II School District
29,2910770,Dexter R-XI School District
29,2932490,Zalma R-V School District
29,2925650,Puxico R-VIII School District
29,2926400,Richland R-I School District
29,2916950,La Plata R-II School District
29,2923160,Orchard Farm R-V School District
29,2931650,Wentzville R-IV School District
29,2908400,Centralia R-VI School District
29,2923530,Paris R-II School District
29,2905700,Bradleyville R-I School District
29,2911910,Farmington R-VII School District
29,2929170,Central R-III School District
29,2905430,North St. Francis County R-I School District
29,2929370,Ste. Genevieve County R-II School District
29,2915660,Jamestown C-1 School District
29,2926970,Cole County R-I School District
29,2911730,Fair Play R-II School District
29,2913530,Halfway R-III School District
29,2919350,Woodland R-IV School District
29,2924530,Perry County 32 School District
29,2915510,Iron County C-4 School District
29,2912010,Ferguson-Florissant R-II School District
29,2913830,Hazelwood School District
29,2918690,Lindbergh School District
29,2920670,Mehlville R-IX School District
29,2923580,Parkway C-2 School District
29,2910080,Concordia R-II School District
29,2914400,Lafayette County C-1 School District
29,2912900,Glasgow School District
29,2915270,Pettis County R-V School District
29,2928360,Slater School District
29,2903150,Arcadia Valley R-II School District
29,2920370,Marquand-Zion R-VI School District
29,2904140,Bakersfield R-IV School District
29,2930750,Van Buren R-I School District
29,2928920,St. Charles R-VI School District
29,2928950,Francis Howell R-III School District
29,2902910,Affton 101 School District
29,2904500,Bayless School District
29,2915300,Humansville R-IV School District
29,2915450,Scott City R-I School District
29,2909720,Clayton School District
29,2913620,Hancock Place School District
29,2916290,Jennings School District
29,2911580,Everton R-III School District
29,2910500,De Soto 73 School District
29,2912030,Festus R-VI School District
29,2914430,Hillsboro R-III School District
29,2931140,Kingston K-14 School District
29,2928590,Southern Reynolds County R-II School District
29,2918450,Lesterville R-IV School District
29,2916770,Kirkwood R-VII School District
29,2917820,Ladue School District
29,2920010,Maplewood-Richmond Heights School District
29,2913560,Hallsville R-IV School District
29,2906450,Cainsville R-I School District
29,2908430,Chadwick R-I School District
29,2912630,Galena R-II School District
29,2926160,Reeds Spring R-IV School District
29,2930810,Verona R-VII School District
29,2911450,Eminence R-I School District
29,2931460,Weaubleau R-III School District
29,2932110,Henry County R-I School District
29,2909810,Climax Springs R-IV School District
29,2909900,Cole Camp R-I School District
29,2918670,Lincoln R-II School District
29,2923270,Osceola School District
29,2929610,Morgan County R-I School District
29,2905760,Branson R-IV School District
29,2913290,Green Ridge R-VIII School District
29,2916830,Knob Noster R-VIII School District
29,2927830,Sedalia 200 School District
29,2921880,Macon County R-IV School District
29,2920810,Mexico 59 School District
29,2929700,Sturgeon R-V School District
29,2929280,St. Louis City School District
29,2922920,Northwestern R-I School District
29,2906030,Brunswick R-II School District
29,2916530,Keytesville R-III School District
29,2904980,Bevier C-4 School District
29,2906090,Bucklin R-II School District
29,2928110,Shelby County R-IV School District
29,2927930,Seymour R-II School District
29,2913650,Hannibal 60 School District
29,2930870,Maries County R-I School District
29,2910350,Crocker R-II School District
29,2917880,Laquey R-V School District
29,2907080,Canton R-V School District
29,2906170,Bunker R-III School District
29,2927090,Salem R-80 School District
29,2929810,Summersville R-II School District
29,2916380,Clark County R-I School District
29,2923490,Palmyra R-I School District
29,2912690,Grundy County R-V School District
29,2925640,Putnam County R-I School District
29,2920940,Milan C-2 School District
29,2927870,Senath-Hornersville C-8 School District
29,2928620,Southland C-9 School District
29,2912240,Forsyth R-III School District
29,2931680,West Plains R-VII School District
29,2910520,Lakeland R-III School District
29,2931070,Warsaw R-IX School District
29,2909930,Blair Oaks R-II School District
29,2911550,Cole County R-V School District
29,2916190,Jefferson City Public Schools
29,2928430,South Callaway County R-II School District
29,2921330,Montgomery County R-II School District
29,2912550,Fulton 58 School District
29,2919170,Logan-Rogersville R-VIII School District
29,2926220,Republic R-III School District
29,2930990,Walnut Grove R-V School District
29,2920160,Marion C. Early R-V School District
29,2928860,Springfield R-XII School District
29,2925350,Pleasant Hope R-VI School District
29,2905580,Boonville R-I School District
29,2923310,Otterville R-VI School District
29,2930330,Tipton R-VI School District
29,2925170,Pilot Grove C-4 School District
29,2914840,Houston R-I School District
29,2921510,Mountain Grove R-III School District
29,2911990,Fayette R-III School District
29,2927520,Salisbury R-IV School District
29,2921940,New Franklin R-I School District
29,2903060,Alton R-IV School District
29,2930270,Thayer R-II School District
29,2919890,Malden R-I School District
29,2905730,Delta C-7 School District
29,2907050,Campbell R-II School District
29,2914460,Holcomb R-III School District
29,2909120,Clarkton C-4 School District
29,2910440,Dadeville R-II School District
29,2900003,Portageville School District
29,2928260,Sikeston R-VI School District
29,2926610,Risco R-II School District
29,2909780,Clever R-V School District
29,2912180,Fordland R-III School District
29,2920310,Marionville R-IX School District
29,2922530,Nixa School District
29,2928680,Southwest Livingston County R-I School District
29,2919920,Malta Bend R-V School District
29,2920410,Marshall School District
29,2913710,Harrisburg R-VIII School District
29,2906430,Cabool R-IV School District
29,2932070,Willow Springs R-IV School District
29,2918600,Licking R-VIII School District
29,2922140,Newburg R-II School District
29,2913230,Green City R-I School District
33,3300035,Gorham Randolph Shelburne Cooperative School District
33,3300616,Milton School District
33,3301350,Albany School District
33,3301740,Bedford School District
33,3301830,Benton School District
33,3301860,Berlin School District
33,3301950,Bow School District
33,3302200,Chatham School District
33,3302340,Claremont School District
33,3302370,Clarksville School District
33,3302400,Colebrook School District
33,3302430,Columbia School District
33,3302460,Concord School District
33,3302480,Contoocook Valley School District
33,3302490,Conway School District
33,3302510,Coos County School District
33,3302640,Dover School District
33,3302730,Dummer School District
33,3302850,Eaton School District
33,3302870,Ellsworth School District
33,3302880,Epping School District
33,3302990,Fall Mountain Regional School District
33,3303000,Farmington School District
33,3303090,Franklin School District
33,3303180,Gilford School District
33,3303240,Goffstown School District
33,3303275,Surry School District
33,3303279,Hale's Location School District
33,3303293,Sullivan School District
33,3303304,Goshen School District
33,3303330,Governor Wentworth Regional School District
33,3303640,Hart's Location School District
33,3303660,Haverhill Cooperative School District
33,3303750,Hillsboro-Deering Cooperative School District
33,3303780,Hinsdale School District
33,3303900,Hopkinton School District
33,3303930,Hudson School District
33,3303960,Inter-Lakes School District
33,3304030,Jaffrey-Rindge Cooperative School District
33,3304040,Kearsarge Regional School District
33,3304050,Keene School District
33,3304140,Laconia School District
33,3304230,Lebanon School District
33,3304260,Lincoln-Woodstock School District
33,3304290,Lisbon Regional School District
33,3304350,Litchfield School District
33,3304380,Littleton School District
33,3304410,Londonderry School District
33,3304590,Manchester School District
33,3304670,Mascenic Regional School District
33,3304680,Mascoma Valley Regional School District
33,3304740,Merrimack School District
33,3304760,Merrimack Valley School District
33,3304770,Middleton School District
33,3304830,Milford School District
33,3304890,Monadnock Regional School District
33,3304960,Moultonborough School District
33,3304980,Nashua School District
33,3305220,Newfound Area School District
33,3305280,Newmarket School District
33,3305310,Newport School District
33,3305400,Northumberland School District
33,3305520,Oyster River Cooperative School District
33,3305550,Pelham School District
33,3305580,Pembroke School District
33,3305700,Pittsburg School District
33,3305730,Pittsfield School District
33,3305820,Portsmouth School District
33,3305880,Raymond School District
33,3305940,Rochester School District
33,3306060,Salem School District
33,3306080,Sanborn Regional School District
33,3306180,Shaker Regional School District
33,3306240,Somersworth School District
33,3306540,Sunapee School District
33,3306720,Timberlane Regional School District
33,3307050,White Mountain Regional School District
33,3307115,Wilton-Lyndeborough School District
33,3307170,Windham School District
33,3307200,Windsor School District
33,3307300,Winnisquam Regional School District
33,3333009,Rivendell Interstate School District
34,3405490,Franklin Township School District
34,3407230,Hillsborough Township School District
34,3404500,Edison Township School District
34,3409270,Old Bridge Township School District
34,3410050,Middlesex Borough School District
34,3411490,North Brunswick Township School District
34,3418120,Woodbridge Township School District
34,3407170,Highland Park Borough School District
34,3409990,Metuchen Borough School District
34,3409810,Maywood Borough School District
34,3411430,North Arlington Borough School District
34,3412420,Paramus Borough School District
34,3412450,Park Ridge Borough School District
34,3413770,Ridgefield Borough School District
34,3413800,Ridgefield Park Township School District
34,3414160,Rockleigh Borough School District
34,3403300,Clifton City School District
34,3412690,Paterson City School District
34,3417520,West Milford Township School District
34,3412930,Perth Amboy City School District
34,3414640,Sayreville Borough School District
34,3415360,South Plainfield Borough School District
34,3415390,South River Borough School District
34,3404110,East Brunswick Township School District
34,3410500,Monroe Township School District
34,3403990,Dumont Borough School District
34,3404660,Elmwood Park Borough School District
34,3404710,Emerson Borough School District
34,3406090,Green Township School District
34,3405280,Folsom Borough School District
34,3405790,Garwood Borough School District
34,3406180,Greenwich Township School District
34,3406210,Greenwich Township School District
34,3404740,Englewood City School District
34,3405310,Fort Lee Borough School District
34,3400960,Atlantic City School District
34,3404560,Egg Harbor Township School District
34,3418000,Willingboro Township School District
34,3400660,Absecon City School District
34,3406570,Hammonton Town School District
34,3408671,Longport Borough School District
34,3412810,Pemberton Township School District
34,3401500,Bergenfield Borough School District
34,3403270,Cliffside Park Borough School District
34,3403600,Cresskill Borough School District
34,3402820,Carteret Borough School District
34,3404020,Dunellen Borough School District
34,3400720,Allamuchy Township School District
34,3400810,Alloway Township School District
34,3400840,Alpha Borough School District
34,3400870,Alpine Borough School District
34,3413200,Pleasantville City School District
34,3407410,Holmdel Township School District
34,3414460,Rutherford Borough School District
34,3416080,Teaneck Township School District
34,3407440,Hopatcong Borough School District
34,3416710,Vernon Township School District
34,3412870,Pennsauken Township School District
34,3418060,Winslow Township School District
34,3409420,Manasquan Borough School District
34,3415150,Lake Como Borough School District
34,3416560,Upper Freehold Regional School District
34,3412060,Ocean Township School District
34,3410020,Middle Township School District
34,3416110,Tenafly Borough School District
34,3416860,Waldwick Borough School District
34,3408820,Livingston Township School District
34,3411340,Newark City School District
34,3401050,Audubon Borough School District
34,3409660,Maple Shade Township School District
34,3403420,Collingswood Borough School District
34,3409120,Pennsville Township School District
34,3412840,Penns Grove-Carneys Point Regional School District
34,3405760,Garfield City School District
34,3405970,Glen Rock Borough School District
34,3406930,Hasbrouck Heights Borough School District
34,3408520,Leonia Borough School District
34,3408850,Lodi Borough School District
34,3406000,Gloucester City School District
34,3406330,Haddon Heights Borough School District
34,3407080,Hi-Nella Borough School District
34,3411940,Oaklyn Borough School District
34,3403000,Cherry Hill Township School District
34,3406390,Haddonfield Borough School District
34,3401260,Bayonne City School District
34,3406870,Harrison Town School District
34,3410200,Millburn Township School District
34,3416740,Verona Borough School District
34,3410470,Monroe Township School District
34,3417430,West Deptford Township School District
34,3403180,Clayton Borough School District
34,3407350,Hoboken City School District
34,3416380,Union City School District
34,3413110,Pittsgrove Township School District
34,3400004,The Chathams School District
34,3410810,Morris Township School District
34,3412480,Parsippany-Troy Hills Township School District
34,3413650,Randolph Township School District
34,3414340,Roxbury Township School District
34,3400008,Great Meadows Regional School District
34,3417310,Weehawken Township School District
34,3417580,West New York Town School District
34,3414550,Salem City School District
34,3418330,Woodstown-Pilesgrove Regional School District
34,3416920,Wallington Borough School District
34,3418300,Wood-Ridge Borough School District
34,3412360,Palisades Park Borough School District
34,3406990,Hawthorne Borough School District
34,3412540,Passaic City School District
34,3413350,Pompton Lakes Borough School District
34,3400769,South Hunterdon Regional School District
34,3434001,Joint Base McGuire-Dix-Lakehurst
34,3402030,Bordentown Regional School District
34,3402460,Burlington Township School District
34,3403120,Cinnaminson Township School District
34,3405220,Florence Township School District
34,3407290,Hillside Township School District
34,3407920,Kenilworth Borough School District
34,3411310,New Providence Borough School District
34,3400790,Loch Arbour School District
34,3413530,Rahway City School District
34,3414280,Roselle Borough School District
34,3414310,Roselle Park Borough School District
34,3415630,Springfield Township School District
34,3402430,Burlington City School District
34,3403780,Delran Township School District
34,3410710,Moorestown Township School District
34,3412390,Palmyra Borough School District
34,3414010,Riverside Township School District
34,3410320,Millville City School District
34,3402250,Bridgeton City School District
34,3406120,Green Brook Township School District
34,3411640,North Plainfield Borough School District
34,3402640,Camden City School District
34,3412990,Pine Hill Borough School District
34,3408640,Lindenwold Borough School District
34,3406360,Haddon Township School District
34,3406540,Hamilton Township School District
34,3408400,Lawrence Township School District
34,3417700,West Windsor-Plainsboro Regional School District
34,3403150,Clark Township School District
34,3417760,Westfield Town School District
34,3413140,Plainfield City School District
34,3415900,Summit City School District
34,3401650,Bernards Township School District
34,3404920,Ewing Township School District
34,3407530,Hopewell Valley Regional School District
34,3416290,Trenton City School District
34,3404320,East Windsor Regional School District
34,3413410,Princeton Public Schools
34,3401530,Berkeley Heights Township School District
34,3404590,Elizabeth City School District
34,3408610,Linden City School District
34,3414670,Scotch Plains-Fanwood Regional School District
34,3416500,Union Township School District
34,3403570,Cranford Township School District
34,3401350,Belleville Town School District
34,3401830,Bloomfield Township School District
34,3415330,South Orange-Maplewood School District
34,3417610,West Orange Town School District
34,3402580,Caldwell-West Caldwell School District
34,3402850,Cedar Grove Township School District
34,3404230,East Orange City School District
34,3418150,Woodbury City School District
34,3417070,Washington Township School District
34,3405940,Glen Ridge Borough School District
34,3407680,Irvington Township School District
34,3406240,Guttenberg Town School District
34,3406720,Harding Township School District
34,3403900,Deptford Township School District
34,3406810,Harmony Township School District
34,3407320,Ho-Ho-Kus Borough School District
34,3407470,Hope Township School District
34,3407770,Jamesburg Borough School District
34,3408160,Lakehurst Borough School District
34,3408280,Laurel Springs Borough School District
34,3410560,Montclair Town School District
34,3411880,Nutley Town School District
34,3408310,Lavallette Borough School District
34,3408340,Lawnside Borough School District
34,3408370,Lawrence Township School District
34,3408580,Lincoln Park Borough School District
34,3408760,Little Ferry Borough School District
34,3408880,Logan Township School District
34,3409000,Lopatcong Township School District
34,3409030,Lower Alloways Creek Township School District
34,3409480,Mannington Township School District
34,3412270,Orange City Township School District
34,3405880,Glassboro Borough School District
34,3412720,Paulsboro Borough School District
34,3409690,Margate City School District
34,3409780,Maurice River Township School District
34,3409960,Merchantville Borough School District
34,3410230,Millstone Township School District
34,3415810,Stone Harbor Borough School District
34,3416350,Union Beach Borough School District
34,3416470,Barnegat Township School District
34,3416590,Upper Pittsgrove Township School District
34,3416650,Upper Township School District
34,3416680,Ventnor City School District
34,3417040,Washington Township School District
34,3417100,Robbinsville Township School District
34,3417250,Waterford Township School District
34,3417850,Weymouth Township School District
34,3417910,White Township School District
34,3417970,Wildwood Crest Borough School District
34,3418030,Winfield Township School District
34,3418090,Woodbine Borough School District
34,3418270,Woodlynne Borough School District
34,3413080,Pitman Borough School District
34,3402400,Buena Regional School District
34,3403510,Corbin City School District
34,3410290,Milltown Borough School District
34,3410350,Mine Hill Township School District
34,3406300,Hackettstown Town School District
34,3402220,Brick Township School District
34,3407740,Jackson Township School District
34,3408100,Lacey Township School District
34,3408220,Lakewood Township School District
34,3409450,Manchester Township School District
34,3416230,Toms River Regional School District
34,3411970,Ocean City School District
34,3417940,Wildwood City School District
34,3402760,Cape May Point Borough School District
34,3401440,Belvidere Town School District
34,3412960,Phillipsburg Town School District
34,3407830,Jersey City School District
34,3407890,Kearny Town School District
34,3411460,North Bergen Township School District
34,3414850,Secaucus Town School District
34,3400900,Andover Regional School District
34,3401110,Avalon Borough School District
34,3401140,Avon-by-the-Sea Borough School District
34,3401170,Barrington Borough School District
34,3401230,Bay Head Borough School District
34,3410530,Montague Township School District
34,3410680,Moonachie Borough School District
34,3401320,Bedminster Township School District
34,3401410,Belmar Borough School District
34,3401620,Berlin Township School District
34,3401740,Beverly City School District
34,3401860,Bloomingdale Borough School District
34,3401890,Bloomsbury Borough School District
34,3401980,Boonton Township School District
34,3402130,Bradley Beach Borough School District
34,3402160,Branchburg Township School District
34,3402310,Brielle Borough School District
34,3402340,Brigantine City School District
34,3402370,Brooklawn Borough School District
34,3403030,Chesilhurst Borough School District
34,3403240,Clementon Borough School District
34,3403480,Commercial Township School District
34,3403540,Cranbury Township School District
34,3403630,Deal Borough School District
34,3403690,Delanco Township School District
34,3403840,Dennis Township School District
34,3403960,Downe Township School District
34,3404200,East Newark Borough School District
34,3404440,Edgewater Borough School District
34,3404470,Edgewater Park Township School District
34,3410770,Morris Plains Borough School District
34,3410860,Mount Arlington Borough School District
34,3410890,Mount Ephraim Borough School District
34,3411040,Mountainside Borough School District
34,3411130,Neptune City School District
34,3411250,New Hanover Township School District
34,3411370,Newfield Elementary School District
34,3404680,Elsinboro Township School District
34,3404770,Englewood Cliffs Borough School District
34,3404860,Estell Manor City School District
34,3405070,Fairview Borough School District
34,3407800,Jefferson Township School District
34,3412900,Pequannock Township School District
34,3410650,Montville Township School District
34,3401950,Boonton Town School District
34,3402520,Butler Borough School District
34,3411670,North Wildwood City School District
34,3412090,Ocean Township School District
34,3412210,Oldmans Township School District
34,3403930,Dover Town School District
34,3409240,Madison Borough School District
34,3412300,Oxford Township School District
34,3413260,Pohatcong Township School District
34,3413380,Port Republic City School District
34,3413500,Quinton Township School District
34,3413980,Riverdale Borough School District
34,3414040,Riverton Borough School District
34,3414070,Rochelle Park Township School District
34,3414220,Roosevelt Borough School District
34,3414520,Saddle River Borough School District
34,3414730,Sea Girt Borough School District
34,3414760,Sea Isle City School District
34,3411010,Mountain Lakes Borough School District
34,3408040,Kinnelon Borough School District
34,3410980,Mount Olive Township School District
34,3404980,Fair Lawn Borough School District
34,3409210,Lyndhurst Township School District
34,3410140,Midland Park Borough School District
34,3415180,South Bound Brook Borough School District
34,3415240,South Hackensack Township School District
34,3415570,Spring Lake Borough School District
34,3415600,Spring Lake Heights Borough School District
34,3413830,Ridgewood Village School District
34,3409330,Mahwah Township School District
34,3401920,Bogota Borough School District
34,3411280,New Milford Borough School District
34,3413590,Ramsey Borough School District
34,3414490,Saddle Brook Township School District
34,3406270,Hackensack City School District
34,3417820,Westwood Regional School District
34,3407860,Keansburg Borough School District
34,3411160,Neptune Township School District
34,3416890,Wall Township School District
34,3416800,Vineland City School District
34,3407950,Keyport Borough School District
34,3408940,Long Branch City School District
34,3400009,Somerset Hills Regional School District
34,3402280,Bridgewater-Raritan Regional School District
34,3410590,Montgomery Township School District
34,3409750,Matawan-Aberdeen Regional School District
34,3410110,Middletown Township School District
34,3413680,Hazlet Township School District
34,3400780,Allenhurst Borough School District
34,3400930,Asbury Park City School District
34,3407650,Interlaken Borough School District
34,3417280,Wayne Township School District
34,3413290,Point Pleasant Borough School District
34,3413320,Point Pleasant Beach Borough School District
34,3413230,Plumsted Township School District
34,3411400,Newton Town School District
34,3415510,Sparta Township School District
34,3411220,New Brunswick City School District
34,3413050,Piscataway Township School District
34,3415120,South Amboy City School District
34,3415210,South Brunswick Township School District
34,3415540,Spotswood Borough School District
34,3402100,Bound Brook Borough School District
34,3409630,Manville Borough School District
34,3415090,Somerville Borough School District
34,3417670,West Wildwood Borough School District
36,3626370,North Shore Central School District
36,3626400,Seaford Union Free School District
36,3629280,Uniondale Union Free School District
36,3629850,Wantagh Union Free School District
36,3605220,Bradford Central School District
36,3613470,Hammondsport Central School District
36,3619350,Milford Central School District
36,3614280,Herricks Union Free School District
36,3602700,Alfred-Almond Central School District
36,3617130,Letchworth Central School District
36,3623640,Portville Central School District
36,3632010,Cuba-Rushford Central School District
36,3605580,Brockport Central School District
36,3609690,East Irondequoit Central School District
36,3611880,Gates-Chili Central School District
36,3617160,Levittown Union Free School District
36,3630960,Westbury Union Free School District
36,3631710,Hewlett-Woodmere Union Free School District
36,3608490,Coxsackie-Athens Central School District
36,3624150,Ravena-Coeymans-Selkirk Central School District
36,3612870,Greenville Central School District
36,3622710,Penfield Central School District
36,3617700,Locust Valley Central School District
36,3622100,Georgetown-South Otselic Central School District
36,3604757,Gilbertsville-Mount Upton Central School District
36,3622260,Oxford Academy and Central School District
36,3621840,Onteora Central School District
36,3626850,Sidney Central School District
36,3621450,Dalton-Nunda Central School District (Keshequa)
36,3631350,Whitesville Central School District
36,3611070,Fillmore Central School District
36,3600017,Genesee Valley Central School District
36,3611640,Friendship Central School District
36,3617910,Lynbrook Union Free School District
36,3618210,Malverne Union Free School District
36,3618270,Manhasset Union Free School District
36,3622290,Oyster Bay-East Norwich Central School District
36,3623190,Plainedge Union Free School District
36,3614490,Hinsdale Central School District
36,3623220,Plainview-Old Bethpage Central School District
36,3623580,Port Washington Union Free School District
36,3624780,Rockville Centre Union Free School District
36,3606690,Cato-Meridian Central School District
36,3616980,North Rose-Wolcott Central School District
36,3615090,Huntington Union Free School District
36,3624990,Roosevelt Union Free School District
36,3625050,Roslyn Union Free School District
36,3612300,Gorham-Middlesex Central School District (Marcus Whitman)
36,3622740,Penn Yan Central School District
36,3618030,Lyons Central School District
36,3603030,Andover Central School District
36,3604350,Belfast Central School District
36,3606180,Caledonia-Mumford Central School District
36,3631170,Wheatland-Chili Central School District
36,3624210,Red Creek Central School District
36,3606160,Cairo-Durham Central School District
36,3612120,Gilboa-Conesville Central School District
36,3631590,Windham-Ashland-Jewett Central School District
36,3615060,Hunter-Tannersville Central School District
36,3618630,Massapequa Union Free School District
36,3600012,Bolivar-Richburg Central School District
36,3603240,Arkport Central School District
36,3606360,Canaseraga Central School District
36,3608970,Yorkshire-Pioneer Central School District
36,3626190,Scio Central School District
36,3630480,Wellsville Central School District
36,3600124,Canisteo-Greenwood Central School District
36,3628980,Trumansburg Central School District
36,3609390,Dundee Central School District
36,3610500,Ellenville Central School District
36,3618510,Margaretville Central School District
36,3618570,Marlboro Central School District
36,3624960,Rondout Valley Central School District
36,3625800,Saugerties Central School District
36,3629790,Wallkill Central School District
36,3606300,Canajoharie Central School District
36,3601189,Boquet Valley Central School District at Elizabethtown-Lewis-Westport
36,3600005,Broadalbin-Perth Central School District
36,3602970,Amsterdam City School District
36,3603930,Ballston Spa Central School District
